Kalenderwoche;Datum;Wochentag;Anfang;Ende;Std.;Min.;UB/Archiv;Tage;Besuchsstunden;Anzahl Besucher;Zeit/Besuch;Ende Gelände;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-02;Montag;11:50;11:51;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-02;Montag;13:01;15:01;2;0;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-02;Montag;13:02;14:00;0;58;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-02;Montag;13:50;14:06;0;16;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-02;Montag;14:05;15:31;1;26;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;10:16;11:50;1;34;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;11:15;12:00;0;45;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;13:05;16:00;2;55;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;13:07;14:00;0;53;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;14:40;16:00;1;20;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;14:05;15:15;1;10;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-03;Dienstag;14:06;14:07;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;9:00;10:00;1;0;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;10:00;11:25;1;25;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;10:40;11:15;0;35;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;10:45;11:55;1;10;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;13:05;14:00;0;55;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;13:55;14:50;0;55;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;14:20;15:50;1;30;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-04;Mittwoch;14:45;15:45;1;0;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;10:00;10:40;0;40;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;10:50;11:45;0;55;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;11:00;11:55;0;55;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;11:40;11:55;0;15;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;13:00;13:25;0;25;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-05;Donnerstag;13:15;13:45;0;30;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;2022-05-06;Freitag;14:00;16:00;2;0;Archiv;1;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-09;Montag;10:55;11:55;1;0;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-09;Montag;11:10;11:11;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-09;Montag;13:00;16:00;3;0;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-09;Montag;13:05;13:35;0;30;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-09;Montag;14:20;15:52;1;32;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-10;Dienstag;11:00;11:30;0;30;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-10;Dienstag;13:10;15:15;2;5;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-10;Dienstag;15:10;15:16;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;9:00;9:10;0;10;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;10:45;11:10;0;25;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;10:50;11:55;1;5;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;10:55;10:56;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;11:20;11:55;0;35;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;14:55;15:50;0;55;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-11;Mittwoch;15:40;16:00;0;20;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-12;Donnerstag;9:00;9:30;0;30;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-12;Donnerstag;9:30;9:45;0;15;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-12;Donnerstag;9:45;10:25;0;40;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;9:20;12:00;2;40;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;9:30;12:00;2;30;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;11:10;11:11;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;10:45;12:00;1;15;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;13:00;15:12;2;12;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2022-05-13;Freitag;13:58;15:53;1;55;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;9:05;9:06;0;1;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;10:45;10:46;0;1;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;13:10;14:30;1;20;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;13:40;16:00;2;20;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;13:50;14:12;0;22;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-16;Montag;14:48;15:15;0;27;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;9:40;11:30;1;50;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;10:35;11:45;1;10;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;13:15;13:50;0;35;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;14:10;14:20;0;10;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;14:35;15:15;0;40;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-17;Dienstag;14:37;15:51;1;17;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;9:20;11:55;2;35;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;9:45;11:30;1;45;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;11:20;11:35;0;15;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;11:50;12:00;0;10;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;13:00;14:55;2;55;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-18;Mittwoch;13:55;14:45;0;50;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-19;Donnerstag;10:00;10:01;0;1;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-19;Donnerstag;10:30;11:10;0;40;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-19;Donnerstag;11:35;11:36;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-19;Donnerstag;14:35;14:50;0;15;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-19;Donnerstag;14:45;14:50;0;5;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-20;Freitag;9:11;11:58;2;47;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-20;Freitag;9:14;9:15;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2022-05-20;Freitag;13:15;16:00;2;45;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;11:30;11:35;0;5;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;11:50;12:00;0;10;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;13:00;13:12;0;12;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;13:14;14:43;1;29;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;13:16;15:57;2;41;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;13:35;14:55;1;20;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;14:25;15:50;1;25;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-23;Montag;14:45;14:46;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-24;Dienstag;13:05;14:00;0;55;UB;1;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-24;Dienstag;13:33;15:50;2;47;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;10:25;10:50;0;25;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;11:03;11:58;0;55;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;11:03;11:58;0;55;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;13:25;14:02;0;37;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;13:28;14:03;0;35;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;13:33;15:37;2;4;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;14:03;16:00;1;57;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;14:30;15:35;1;5;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;14:42;14:50;0;8;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;14:42;14:50;0;8;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-25;Mittwoch;15:58;16:00;0;2;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-27;Freitag;10:10;11:15;1;5;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-27;Freitag;10:15;11:55;2;40;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-27;Freitag;10:45;10:46;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;2022-05-27;Freitag;13:16;14:15;0;59;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-30;Montag;10:40;11:57;1;17;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-30;Montag;13:00;14:12;1;12;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-30;Montag;13:05;16:00;2;55;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-30;Montag;13:43;14:48;1;5;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-31;Dienstag;10:20;11:00;0;40;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-05-31;Dienstag;14:00;14:01;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;9:16;10:08;0;52;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;13:00;14:03;1;3;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;13:35;16:00;2;25;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;13:54;13:55;0;1;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;14:22;15:45;1;23;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-01;Mittwoch;15:37;15:38;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-02;Donnerstag;10:35;10:36;0;1;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-02;Donnerstag;13:12;15:20;2;8;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-02;Donnerstag;13:55;13:56;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-03;Freitag;13:03;13:45;0;42;UB;1;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-03;Freitag;13:55;15:30;1;35;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2022-06-03;Freitag;15:23;15:45;0;22;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-07;Dienstag;10:00;11:49;1;49;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-07;Dienstag;10:11;11:15;1;4;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-07;Dienstag;14:40;14:50;0;10;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-07;Dienstag;15:40;15:41;0;1;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-08;Mittwoch;9:19;11:35;2;16;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-08;Mittwoch;10:43;11:34;1;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-08;Mittwoch;11:45;12:00;0;15;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-08;Mittwoch;13:50;14:35;0;45;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-08;Mittwoch;15:10;15:55;0;45;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-09;Donnerstag;9:20;9:35;0;15;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-09;Donnerstag;9:35;11:45;2;10;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-09;Donnerstag;10:55;11:43;0;48;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-09;Donnerstag;13:05;15:35;2;30;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-10;Freitag;13:20;13:40;0;20;UB;1;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2022-06-10;Freitag;14:07;15:22;1;15;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-13;Montag;10:05;10:19;0;14;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-13;Montag;13:00;14:22;1;22;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-13;Montag;13:01;16:00;2;59;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-13;Montag;13:22;16:00;2;38;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-13;Montag;13:43;13:56;0;13;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;9:28;9:30;0;2;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;10:56;11:57;1;1;Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;13:00;16:00;3;0;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;13:50;15:50;2;0;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;14:40;15:15;0;35;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-14;Dienstag;15:00;15:10;0;10;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-15;Mittwoch;9:11;11:06;1;55;UB;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-15;Mittwoch;11:00;11:50;0;50;UB/Archiv;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-15;Mittwoch;13:50;15:45;1;55;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-15;Mittwoch;15:00;15:15;0;15;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;9:45;12:00;2;15;Archiv;1;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;10:15;11:15;1;0;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;10:25;10:26;0;1;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;10:30;12:00;1;30;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;10:52;11:45;0;53;UB;;v;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;13:00;13:04;0;4;UB;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;13:04;15:04;2;0;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2022-06-17;Freitag;13:15;13:16;0;1;Archiv;;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
